req,origin_station,destination_station,start_driving_time,arriving_time,Rev
223,68,20,74,75,499
223,68,21,74,75,499
223,68,42,74,75,499
223,68,59,74,75,499
223,68,66,74,75,499
223,68,77,74,75,499
223,69,42,74,75,499
223,81,20,74,75,499
223,81,21,74,75,499
223,81,42,74,75,499
223,81,59,74,75,499
223,81,66,74,75,499
223,81,77,74,75,499
225,2,43,75,76,330
225,28,43,75,76,330
225,28,70,75,76,330
225,30,43,75,76,330
225,31,43,75,76,330
225,32,43,75,76,330
225,33,43,75,76,330
225,34,43,75,76,330
225,38,43,75,76,330
225,44,43,75,76,330
225,45,43,75,76,330
225,48,43,75,76,330
225,52,43,75,76,330
225,54,43,75,76,330
225,62,43,75,76,330
225,73,43,75,76,330
225,75,43,75,76,330
225,80,43,75,76,330
225,82,43,75,76,330
227,10,20,78,79,335
227,10,21,78,79,335
227,10,25,78,79,335
227,10,46,78,79,335
227,10,51,78,79,335
227,10,59,78,79,335
227,10,66,78,79,335
227,10,84,78,79,335
227,36,51,78,79,335
227,55,25,78,79,335
227,55,46,78,79,335
227,55,51,78,79,335
227,55,74,78,79,335
227,60,25,78,79,335
227,60,51,78,79,335
227,61,25,78,79,335
227,61,46,78,79,335
227,61,51,78,79,335
227,68,20,78,79,335
227,68,21,78,79,335
227,68,25,78,79,335
227,68,46,78,79,335
227,68,51,78,79,335
227,68,59,78,79,335
227,68,66,78,79,335
227,68,77,78,79,335
227,69,25,78,79,335
227,69,39,78,79,335
227,69,46,78,79,335
227,69,51,78,79,335
227,69,74,78,79,335
227,69,84,78,79,335
227,76,51,78,79,335
227,81,20,78,79,335
227,81,21,78,79,335
227,81,25,78,79,335
227,81,46,78,79,335
227,81,51,78,79,335
227,81,59,78,79,335
227,81,66,78,79,335
227,81,74,78,79,335
227,81,77,78,79,335
227,81,84,78,79,335
231,30,2,81,82,343
231,30,32,81,82,343
231,30,33,81,82,343
231,30,34,81,82,343
231,30,35,81,82,343
231,30,38,81,82,343
231,30,40,81,82,343
231,30,43,81,82,343
231,30,44,81,82,343
231,30,45,81,82,343
231,30,52,81,82,343
231,30,54,81,82,343
231,30,62,81,82,343
231,30,71,81,82,343
231,30,73,81,82,343
231,30,75,81,82,343
231,30,79,81,82,343
231,30,80,81,82,343
231,30,82,81,82,343
231,30,85,81,82,343
231,31,2,81,82,343
231,31,32,81,82,343
231,31,33,81,82,343
231,31,34,81,82,343
231,31,35,81,82,343
231,31,38,81,82,343
231,31,40,81,82,343
231,31,43,81,82,343
231,31,44,81,82,343
231,31,45,81,82,343
231,31,52,81,82,343
231,31,54,81,82,343
231,31,62,81,82,343
231,31,71,81,82,343
231,31,73,81,82,343
231,31,75,81,82,343
231,31,79,81,82,343
231,31,80,81,82,343
231,31,82,81,82,343
231,31,85,81,82,343
231,36,2,81,82,343
231,36,32,81,82,343
231,36,38,81,82,343
231,36,40,81,82,343
231,36,44,81,82,343
231,36,45,81,82,343
231,36,52,81,82,343
231,36,54,81,82,343
231,36,75,81,82,343
231,36,80,81,82,343
231,36,82,81,82,343
231,36,85,81,82,343
231,40,2,81,82,343
231,40,32,81,82,343
231,40,33,81,82,343
231,40,34,81,82,343
231,40,35,81,82,343
231,40,38,81,82,343
231,40,44,81,82,343
231,40,45,81,82,343
231,40,52,81,82,343
231,40,54,81,82,343
231,40,62,81,82,343
231,40,71,81,82,343
231,40,73,81,82,343
231,40,75,81,82,343
231,40,79,81,82,343
231,40,80,81,82,343
231,40,82,81,82,343
231,40,85,81,82,343
231,54,2,81,82,343
231,54,32,81,82,343
231,54,33,81,82,343
231,54,34,81,82,343
231,54,35,81,82,343
231,54,38,81,82,343
231,54,40,81,82,343
231,54,43,81,82,343
231,54,44,81,82,343
231,54,45,81,82,343
231,54,52,81,82,343
231,54,53,81,82,343
231,54,62,81,82,343
231,54,71,81,82,343
231,54,73,81,82,343
231,54,75,81,82,343
231,54,79,81,82,343
231,54,80,81,82,343
231,54,82,81,82,343
231,54,85,81,82,343
231,61,2,81,82,343
231,61,32,81,82,343
231,61,38,81,82,343
231,61,40,81,82,343
231,61,52,81,82,343
231,61,54,81,82,343
231,61,62,81,82,343
231,61,73,81,82,343
231,61,75,81,82,343
231,61,79,81,82,343
231,61,80,81,82,343
231,61,85,81,82,343
231,70,2,81,82,343
231,70,32,81,82,343
231,70,33,81,82,343
231,70,34,81,82,343
231,70,35,81,82,343
231,70,38,81,82,343
231,70,40,81,82,343
231,70,44,81,82,343
231,70,45,81,82,343
231,70,52,81,82,343
231,70,54,81,82,343
231,70,62,81,82,343
231,70,71,81,82,343
231,70,73,81,82,343
231,70,75,81,82,343
231,70,79,81,82,343
231,70,80,81,82,343
231,70,82,81,82,343
231,70,85,81,82,343
231,76,2,81,82,343
231,76,32,81,82,343
231,76,33,81,82,343
231,76,34,81,82,343
231,76,35,81,82,343
231,76,38,81,82,343
231,76,40,81,82,343
231,76,44,81,82,343
231,76,45,81,82,343
231,76,52,81,82,343
231,76,54,81,82,343
231,76,62,81,82,343
231,76,71,81,82,343
231,76,73,81,82,343
231,76,75,81,82,343
231,76,79,81,82,343
231,76,80,81,82,343
231,76,82,81,82,343
231,76,85,81,82,343
237,12,55,82,83,387
237,13,55,82,83,387
237,14,55,82,83,387
237,63,55,82,83,387
241,4,2,83,84,257
241,4,32,83,84,257
241,4,48,83,84,257
241,4,52,83,84,257
247,46,2,85,86,359
247,46,7,85,86,359
247,46,10,85,86,359
247,46,28,85,86,359
247,46,30,85,86,359
247,46,31,85,86,359
247,46,32,85,86,359
247,46,34,85,86,359
247,46,38,85,86,359
247,46,40,85,86,359
247,46,44,85,86,359
247,46,45,85,86,359
247,46,47,85,86,359
247,46,48,85,86,359
247,46,52,85,86,359
247,46,54,85,86,359
247,46,55,85,86,359
247,46,56,85,86,359
247,46,61,85,86,359
247,46,62,85,86,359
247,46,68,85,86,359
247,46,69,85,86,359
247,46,71,85,86,359
247,46,73,85,86,359
247,46,75,85,86,359
247,46,79,85,86,359
247,46,80,85,86,359
247,46,81,85,86,359
247,46,82,85,86,359
247,46,85,85,86,359
250,36,2,86,87,329
250,36,32,86,87,329
250,36,44,86,87,329
250,36,45,86,87,329
250,36,52,86,87,329
250,36,75,86,87,329
250,36,80,86,87,329
250,36,82,86,87,329
250,70,2,86,87,329
250,70,32,86,87,329
250,70,33,86,87,329
250,70,34,86,87,329
250,70,35,86,87,329
250,70,44,86,87,329
250,70,45,86,87,329
250,70,52,86,87,329
250,70,62,86,87,329
250,70,71,86,87,329
250,70,75,86,87,329
250,70,79,86,87,329
250,70,80,86,87,329
250,70,82,86,87,329
260,68,38,88,89,344
260,81,38,88,89,344
260,81,52,88,89,344
260,81,54,88,89,344
260,81,82,88,89,344
263,9,55,89,90,345
263,9,60,89,90,345
263,9,61,89,90,345
263,25,55,89,90,345
263,25,61,89,90,345
263,28,55,89,90,345
263,28,60,89,90,345
263,28,61,89,90,345
263,29,55,89,90,345
263,29,60,89,90,345
263,29,61,89,90,345
263,46,55,89,90,345
263,46,61,89,90,345
263,47,55,89,90,345
263,47,60,89,90,345
263,47,61,89,90,345
263,51,55,89,90,345
263,51,60,89,90,345
263,51,61,89,90,345
263,69,55,89,90,345
263,69,60,89,90,345
263,69,61,89,90,345
263,72,55,89,90,345
263,72,60,89,90,345
263,72,61,89,90,345
263,74,55,89,90,345
267,1,10,89,90,326
267,1,36,89,90,326
267,1,68,89,90,326
267,1,69,89,90,326
267,1,81,89,90,326
267,3,10,89,90,326
267,3,36,89,90,326
267,3,68,89,90,326
267,3,69,89,90,326
267,3,81,89,90,326
267,5,10,89,90,326
267,5,68,89,90,326
267,5,69,89,90,326
267,5,81,89,90,326
267,15,10,89,90,326
267,15,36,89,90,326
267,15,68,89,90,326
267,15,69,89,90,326
267,15,81,89,90,326
267,16,10,89,90,326
267,16,36,89,90,326
267,16,68,89,90,326
267,16,69,89,90,326
267,16,81,89,90,326
267,17,10,89,90,326
267,17,36,89,90,326
267,17,68,89,90,326
267,17,69,89,90,326
267,17,81,89,90,326
267,18,10,89,90,326
267,18,36,89,90,326
267,18,68,89,90,326
267,18,69,89,90,326
267,18,81,89,90,326
267,19,10,89,90,326
267,19,36,89,90,326
267,19,68,89,90,326
267,19,81,89,90,326
267,20,10,89,90,326
267,20,68,89,90,326
267,20,81,89,90,326
267,21,10,89,90,326
267,21,68,89,90,326
267,21,81,89,90,326
267,49,10,89,90,326
267,49,36,89,90,326
267,49,68,89,90,326
267,49,69,89,90,326
267,49,81,89,90,326
267,57,10,89,90,326
267,57,36,89,90,326
267,57,68,89,90,326
267,57,69,89,90,326
267,57,81,89,90,326
267,58,10,89,90,326
267,58,36,89,90,326
267,58,68,89,90,326
267,58,69,89,90,326
267,58,81,89,90,326
267,59,10,89,90,326
267,59,36,89,90,326
267,59,68,89,90,326
267,59,81,89,90,326
267,64,10,89,90,326
267,64,36,89,90,326
